Longitude,Latitude,Div,Line,Station Name,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Routes,Type,North/South St,East/West St,Corner,ADA,ADA Notes,LowTurnstiles,Hi Turnstiles,EXIT ONLY,Notes
-73.975817,40.624301,IND,Culver,Av I,F,,,,,,,,,F,Stair,McDonald Ave,Avenue J,NE,FALSE,,No,Yes,,
-73.975479,40.620797,IND,Culver,Bay Parkway-22nd Av,F,,,,,,,,,F,Stair,McDonald Ave,Bay Pkwy,SW,FALSE,,Yes,,,
-73.975138,40.620825,IND,Culver,Bay Parkway-22nd Av,F,,,,,,,,,F,Stair,McDonald Ave,Bay Pkwy,SE,FALSE,,Yes,,,
-73.975467,40.621162,IND,Culver,Bay Parkway-22nd Av,F,,,,,,,,,F,Stair,McDonald Ave,Bay Pkwy,NW,FALSE,,Yes,,,
-73.97418,40.614279,IND,Culver,Av N,F,,,,,,,,,F,Stair,McDonald Ave,Avenue N,NW,FALSE,,Yes,,,
-73.97391,40.614304,IND,Culver,Av N,F,,,,,,,,,F,Stair,McDonald Ave,Avenue N,NE,FALSE,,Yes,,,
-73.974507,40.616121,IND,Culver,Av N,F,,,,,,,,,F,Stair,McDonald Ave,Avenue M,SW,FALSE,,No,Yes,,
-73.97427,40.61616,IND,Culver,Av N,F,,,,,,,,,F,Stair,McDonald Ave,Avenue M,SE,FALSE,,No,Yes,,
-73.973097,40.608615,IND,Culver,Av P,F,,,,,,,,,F,Stair,McDonald Ave,Avenue P,SW,FALSE,,Yes,,,
-73.972904,40.609041,IND,Culver,Av P,F,,,,,,,,,F,Stair,McDonald Ave,Avenue P,NE,FALSE,,Yes,,,
-73.972393,40.604007,IND,Culver,Kings Highway,F,,,,,,,,,F,Stair,McDonald Ave,Kings Hwy,SW,FALSE,,Yes,,,
-73.972124,40.603999,IND,Culver,Kings Highway,F,,,,,,,,,F,Stair,McDonald Ave,Kings Hwy,SE,FALSE,,Yes,,,
-73.97264,40.602197,IND,Culver,Kings Highway,F,,,,,,,,,F,Stair,McDonald Ave,Avenue S,NW,FALSE,,,,,
-73.972379,40.602178,IND,Culver,Kings Highway,F,,,,,,,,,F,Stair,McDonald Ave,Avenue S,NE,FALSE,,,,,
-73.973402,40.596701,IND,Culver,Av U,F,,,,,,,,,F,Stair,McDonald Ave,Avenue U,SW,FALSE,,,,,
-73.973137,40.596897,IND,Culver,Av U,F,,,,,,,,,F,Stair,McDonald Ave,Avenue U,SE,FALSE,,,,,
-73.973623,40.595053,IND,Culver,Av U,F,,,,,,,,,F,Stair,McDonald Ave,Gravesend Neck Rd,SW,FALSE,,,,,
-73.973382,40.595027,IND,Culver,Av U,F,,,,,,,,,F,Stair,McDonald Ave,Gravesend Neck Rd,SE,FALSE,,,,,
-73.974242,40.590521,IND,Culver,Av X,F,,,,,,,,,F,Stair,McDonald Ave,Avenue X,NW,FALSE,,,,,
-73.974051,40.590266,IND,Culver,Av X,F,,,,,,,,,F,Stair,McDonald Ave,Avenue X,NE,FALSE,,,,,
-73.974443,40.580576,IND,Culver,Neptune Av-Van Siclen,F,,,,,,,,,F,Stair,West 6th St,Neptune Ave,NE,FALSE,,,,,
-73.974778,40.580547,IND,Culver,Neptune Av-Van Siclen,F,,,,,,,,,F,Stair,West 6th St,Neptune Ave,NW,FALSE,,,,,
-73.783377,40.712581,IND,Queens,179th St,F,,,,,,,,,F,Elevator,179th Pl,Hillside Ave,SW,TRUE,,,,,
-73.783427,40.712548,IND,Queens,179th St,F,,,,,,,,,F,Stair,179th Pl,Hillside Ave,SW,TRUE,,,,,
-73.782418,40.712865,IND,Queens,179th St,F,,,,,,,,,F,Stair,180th St,Hillside Ave,SW,TRUE,,,,,
-73.782637,40.712723,IND,Queens,179th St,F,,,,,,,,,F,Stair,180th St,Hillside Ave,SW,TRUE,,,,,
-73.782624,40.713113,IND,Queens,179th St,F,,,,,,,,,F,Stair,180th St,Hillside Ave,NW,TRUE,,,,,
-73.783035,40.712723,IND,Queens,179th St,F,,,,,,,,,F,Stair,180th St,Hillside Ave,SW,TRUE,,,,,
-73.783179,40.71294,IND,Queens,179th St,F,,,,,,,,,F,Stair,180th St,Hillside Ave,NW,TRUE,,,,,
-73.783274,40.712669,IND,Queens,179th St,F,,,,,,,,,F,Stair,180th St,Hillside Ave,SW,TRUE,,,,,
-73.783363,40.712892,IND,Queens,179th St,F,,,,,,,,,F,Stair,180th St,Hillside Ave,NW,TRUE,,,,,
-73.782119,40.713207,IND,Queens,179th St,F,,,,,,,,,F,Stair,Midland Pkwy,Hillside Ave,NE,TRUE,,,,,
-73.784411,40.71264,IND,Queens,179th St,F,,,,,,,,,F,Stair,179th St,Hillside Ave,NE,TRUE,,,,,
-73.78428,40.712295,IND,Queens,179th St,F,,,,,,,,,F,Stair,179th St,Hillside Ave,SE,TRUE,,,,,
-73.784669,40.712575,IND,Queens,179th St,F,,,,,,,,,F,Stair,179th St,Hillside Ave,NE,TRUE,,,,,
-73.784456,40.71224,IND,Queens,179th St,F,,,,,,,,,F,Stair,179th St,Hillside Ave,SW,TRUE,,,,,
-73.785064,40.712483,IND,Queens,179th St,F,,,,,,,,,F,Stair,179th St,Hillside Ave,NW,TRUE,,,,,
-73.784968,40.712242,IND,Queens,179th St,F,,,,,,,,,F,Stair,179th St,Hillside Ave,SW,TRUE,,,,,
-73.792853,40.710563,IND,Queens,169th St,F,,,,,,,,,F,Stair,169th St,Hillside Ave,SE,FALSE,,Yes,,,
-73.792761,40.710968,IND,Queens,169th St,F,,,,,,,,,F,Stair,169th St,Hillside Ave,NE,FALSE,,Yes,,,
-73.793022,40.710495,IND,Queens,169th St,F,,,,,,,,,F,Stair,169th St,Hillside Ave,SW,FALSE,,Yes,,,
-73.793248,40.71083,IND,Queens,169th St,F,,,,,,,,,F,Stair,169th St,Hillside Ave,NW,FALSE,,Yes,,,
-73.794712,40.709812,IND,Queens,169th St,F,,,,,,,,,F,Stair,168th St,Hillside Ave,SW,FALSE,,Yes,Yes,,
-73.794922,40.710154,IND,Queens,169th St,F,,,,,,,,,F,Stair,168th St,Hillside Ave,NW,FALSE,,Yes,Yes,,
-73.794564,40.709852,IND,Queens,169th St,F,,,,,,,,,F,Stair,168th St,Hillside Ave,SE,FALSE,,Yes,Yes,,
-73.79473,40.710184,IND,Queens,169th St,F,,,,,,,,,F,Stair,168th St,Hillside Ave,NE,FALSE,,Yes,Yes,,
-73.802797,40.707473,IND,Queens,Parsons Blvd,F,,,,,,,,,F,Stair,Parsons Blvd,Hillside Ave,SW,FALSE,,Yes,,,
-73.802999,40.707873,IND,Queens,Parsons Blvd,F,,,,,,,,,F,Stair,Parsons Blvd,Hillside Ave,NW,FALSE,,Yes,,,
-73.802611,40.707563,IND,Queens,Parsons Blvd,F,,,,,,,,,F,Stair,Parsons Blvd,Hillside Ave,SE,FALSE,,Yes,,,
-73.804332,40.707062,IND,Queens,Parsons Blvd,F,,,,,,,,,F,Stair,153rd St,Hillside Ave,SE,FALSE,,No,Yes,,
-73.804498,40.707358,IND,Queens,Parsons Blvd,F,,,,,,,,,F,Stair,153rd St,Hillside Ave,NE,FALSE,,No,Yes,,
-73.80462,40.707063,IND,Queens,Parsons Blvd,F,,,,,,,,,F,Stair,153rd St,Hillside Ave,SW,FALSE,,No,Yes,,
-73.809481,40.705591,IND,Queens,Sutphin Blvd,F,,,,,,,,,F,Stair,Sutphin Blvd,Hillside Ave,SE,FALSE,,Yes,Yes,,
-73.809489,40.705945,IND,Queens,Sutphin Blvd,F,,,,,,,,,F,Stair,Sutphin Blvd,Hillside Ave,NE,FALSE,,Yes,Yes,,
-73.809717,40.705538,IND,Queens,Sutphin Blvd,F,,,,,,,,,F,Stair,Sutphin Blvd,Hillside Ave,SW,FALSE,,Yes,Yes,,
-73.81186,40.705341,IND,Queens,Sutphin Blvd,F,,,,,,,,,F,Stair,144th St,Hillside Ave,NE,FALSE,,,,,
-73.811956,40.704906,IND,Queens,Sutphin Blvd,F,,,,,,,,,F,Stair,144th St,Hillside Ave,SW,FALSE,,,,,
-73.819601,40.709681,IND,Queens,Van Wyck Blvd,E,F,,,,,,,,EF,Stair,84th Rd,Queens Blvd,NE,FALSE,,Yes,,,
-73.820111,40.708068,IND,Queens,Van Wyck Blvd,E,F,,,,,,,,EF,Stair,Van Wyck Blvd,Queens Blvd,SW,FALSE,,Yes,,,
-73.819773,40.709316,IND,Queens,Van Wyck Blvd,E,F,,,,,,,,EF,Stair,Van Wyck Blvd,Queens Blvd,SE,FALSE,,Yes,,,
-73.830011,40.713663,IND,Queens,Union Turnpike,E,F,,,,,,,,EF,Stair,80th Rd,Queens Blvd,SE,TRUE,,,,,
-73.831166,40.714001,IND,Queens,Union Turnpike,E,F,,,,,,,,EF,Elevator,Union Tpke,Queens Blvd,SE,TRUE,,Yes,,,
-73.829917,40.714073,IND,Queens,Union Turnpike,E,F,,,,,,,,EF,Stair,Union Tpke,Queens Blvd,NE,TRUE,,Yes,,,
-73.831303,40.713967,IND,Queens,Union Turnpike,E,F,,,,,,,,EF,Stair,Union Tpke,Queens Blvd,SE,TRUE,,Yes,,,
-73.830886,40.714145,IND,Queens,Union Turnpike,E,F,,,,,,,,EF,Stair,Union Tpke,Queens Blvd,SE,TRUE,,Yes,Yes,,
-73.83162,40.715019,IND,Queens,Union Turnpike,E,F,,,,,,,,EF,Stair,Union Tpke,Queens Blvd,SW,TRUE,,Yes,Yes,,
-73.832151,40.714673,IND,Queens,Union Turnpike,E,F,,,,,,,,EF,Stair,Union Tpke,Queens Blvd,NW,TRUE,,Yes,Yes,,
-73.831501,40.714929,IND,Queens,Union Turnpike,E,F,,,,,,,,EF,Stair,Union Tpke,Queens Blvd,NW,TRUE,,Yes,Yes,,
-73.837916,40.719061,IND,Queens,75th Av,E,F,,,,,,,,EF,Stair,75th,Queens Blvd,NW,FALSE,,Yes,,,
-73.838257,40.718574,IND,Queens,75th Av,E,F,,,,,,,,EF,Stair,75th,Queens Blvd,SW,FALSE,,Yes,,,
-73.836743,40.717895,IND,Queens,75th Av,E,F,,,,,,,,EF,Stair,75th Rd,Queens Blvd,SE,FALSE,,Yes,,,
-73.844039,40.7211,IND,Queens,71st Av,E,F,M,R,,,,,,EFMR,Stair,71st,Queens Blvd,SE,FALSE,,Yes,,,
-73.843389,40.72149,IND,Queens,71st Av,E,F,M,R,,,,,,EFMR,Stair,71st,Queens Blvd,NE,FALSE,,Yes,,,
-73.844352,40.721916,IND,Queens,71st Av,E,F,M,R,,,,,,EFMR,Stair,108th St,Queens Blvd,NW,FALSE,,Yes,Yes,,
-73.845153,40.722269,IND,Queens,71st Av,E,F,M,R,,,,,,EFMR,Stair,70th Rd,Queens Blvd,NW,FALSE,,Yes,,,
-73.844632,40.721409,IND,Queens,71st Av,E,F,M,R,,,,,,EFMR,Stair,71st,Queens Blvd,SW,FALSE,,Yes,Yes,,
-73.853534,40.726598,IND,Queens,67th Av,M,R,,,,,,,,MR,Stair,67th Ave,Queens Blvd,SE,FALSE,,Yes,,,
-73.853226,40.727073,IND,Queens,67th Av,M,R,,,,,,,,MR,Stair,67th Ave,Queens Blvd,NE,FALSE,,Yes,,,
-73.852186,40.72603,IND,Queens,67th Av,M,R,,,,,,,,MR,Stair,67th Dr,Queens Blvd,SW,FALSE,,,,,
-73.851592,40.726367,IND,Queens,67th Av,M,R,,,,,,,,MR,Stair,67th Dr,Queens Blvd,NW,FALSE,,,,,
-73.861343,40.730037,IND,Queens,63rd Drive,M,R,,,,,,,,MR,Stair,63rd Dr,Queens Blvd,NW,FALSE,,Yes,Yes,,
-73.861751,40.729574,IND,Queens,63rd Drive,M,R,,,,,,,,MR,Stair,63rd Dr,Queens Blvd,SW,FALSE,,Yes,Yes,,
-73.860814,40.729265,IND,Queens,63rd Drive,M,R,,,,,,,,MR,Stair,63rd Rd,Queens Blvd,NE,FALSE,,Yes,Yes,,
-73.860489,40.729774,IND,Queens,63rd Drive,M,R,,,,,,,,MR,Stair,64th Rd,Queens Blvd,NW,FALSE,,Yes,Yes,,
-73.859668,40.728847,IND,Queens,63rd Drive,M,R,,,,,,,,MR,Stair,64th Rd,Queens Blvd,SE,FALSE,,Yes,Yes,,
-73.862699,40.729953,IND,Queens,63rd Drive,M,R,,,,,,,,MR,Stair,63rd Rd,Queens Blvd,SW,FALSE,,No,No,Yes,
-73.862373,40.730417,IND,Queens,63rd Drive,M,R,,,,,,,,MR,Stair,63rd Rd,Queens Blvd,NE,FALSE,,No,No,Yes,
-73.869588,40.733555,IND,Queens,Woodhaven Blvd,M,R,,,,,,,,MR,Stair,59th Ave,Queens Blvd,NE,FALSE,,Yes,,,
-73.870334,40.733041,IND,Queens,Woodhaven Blvd,M,R,,,,,,,,MR,Stair,Woodhaven Blvd,Queens Blvd,SE,FALSE,,Yes,,,
-73.870983,40.733354,IND,Queens,Woodhaven Blvd,M,R,,,,,,,,MR,Stair,Woodhaven Blvd,Queens Blvd,SW,FALSE,,Yes,,,
-73.868605,40.733188,IND,Queens,Woodhaven Blvd,M,R,,,,,,,,MR,Stair,Horace Harding Expwy,Queens Blvd,NE,FALSE,,No,Yes,,
-73.876886,40.735888,IND,Queens,Grand Av,M,R,,,,,,,,MR,Stair,54th St,Queens Blvd,SE,FALSE,,Yes,,,
-73.876424,40.736277,IND,Queens,Grand Av,M,R,,,,,,,,MR,Stair,54th St,Queens Blvd,NE,FALSE,,Yes,,,
-73.877167,40.736075,IND,Queens,Grand Av,M,R,,,,,,,,MR,Stair,54th St,Queens Blvd,SW,FALSE,,Yes,,,
-73.877191,40.737354,IND,Queens,Grand Av,M,R,,,,,,,,MR,Stair,Broadway,Queens Blvd,SE,FALSE,,Yes,,,
-73.877424,40.737477,IND,Queens,Grand Av,M,R,,,,,,,,MR,Stair,Broadway,Queens Blvd,SW,FALSE,,Yes,,,
-73.882708,40.742937,IND,Queens,Elmhurst Av,M,R,,,,,,,,MR,Stair,Britton Ave,Broadway,NW,FALSE,,Yes,,,
-73.883025,40.742791,IND,Queens,Elmhurst Av,M,R,,,,,,,,MR,Stair,Britton Ave,Broadway,SW,FALSE,,Yes,,,
-73.881135,40.741729,IND,Queens,Elmhurst Av,M,R,,,,,,,,MR,Stair,Elmhurst Ave,Broadway,SE,FALSE,,Yes,,,
-73.881039,40.742066,IND,Queens,Elmhurst Av,M,R,,,,,,,,MR,Stair,Elmhurst Ave,Broadway,NW,FALSE,,Yes,,,
-73.881457,40.741861,IND,Queens,Elmhurst Av,M,R,,,,,,,,MR,Stair,Elmhurst Ave,Broadway,SW,FALSE,,Yes,,,
-73.890955,40.746597,IND,Queens,Roosevelt Av-Jackson Hts,E,F,M,R,7,,,,,EFMR7,Door,75th St,Broadway,NW,TRUE,,Yes,,,
-73.890958,40.746784,IND,Queens,Roosevelt Av-Jackson Hts,E,F,M,R,7,,,,,EFMR7,Door,75th St,Roosevelt Ave,SW,TRUE,,Yes,,,
-73.892146,40.747238,IND,Queens,Roosevelt Av-Jackson Hts,E,F,M,R,7,,,,,EFMR7,Stair,73rd St,37th Rd,NE,TRUE,,Yes,Yes,,
-73.892555,40.747034,IND,Queens,Roosevelt Av-Jackson Hts,E,F,M,R,7,,,,,EFMR7,Stair,73rd St,Broadway,SW,TRUE,,Yes,Yes,,
-73.891461,40.746527,IND,Queens,Roosevelt Av-Jackson Hts,E,F,M,R,7,,,,,EFMR7,Stair,74th St,Roosevelt Av,SW,TRUE,,No,Yes,,
-73.890208,40.745988,IND,Queens,Roosevelt Av-Jackson Hts,E,F,M,R,7,,,,,EFMR7,Stair,75th St,Broadway,SE,TRUE,,No,Yes,,
-73.890285,40.746391,IND,Queens,Roosevelt Av-Jackson Hts,E,F,M,R,7,,,,,EFMR7,Stair,75th St,Broadway,NE,TRUE,,No,Yes,,
-73.897495,40.749145,IND,Queens,65th St,M,R,,,,,,,,MR,Stair,65th St,Broadway,SE,FALSE,,Yes,,,
-73.897382,40.74933,IND,Queens,65th St,M,R,,,,,,,,MR,Stair,65th St,Broadway,NE,FALSE,,Yes,,,
-73.907119,40.753086,IND,Queens,Northern Blvd,M,R,,,,,,,,MR,Stair,54th St,Northern Blvd,NW,FALSE,,Yes,,,
-73.906847,40.753428,IND,Queens,Northern Blvd,M,R,,,,,,,,MR,Stair,54th St,Broadway,SW,FALSE,,Yes,Yes,,
-73.914303,40.756868,IND,Queens,46th St,M,R,,,,,,,,MR,Stair,46th St,Broadway,NW,FALSE,,Yes,,,
-73.914407,40.756624,IND,Queens,46th St,M,R,,,,,,,,MR,Stair,46th St,Broadway,SW,FALSE,,Yes,Yes,,
-73.912642,40.755813,IND,Queens,46th St,M,R,,,,,,,,MR,Stair,48th St,Broadway,SE,FALSE,,No,Yes,,
-73.91218,40.756029,IND,Queens,46th St,M,R,,,,,,,,MR,Stair,48th St,Newtown Rd,NE,FALSE,,Yes,Yes,,
-73.919842,40.758143,IND,Queens,Steinway St,M,R,,,,,,,,MR,Stair,Steinway St,Broadway,SW,FALSE,,Yes,,,
-73.919433,40.758279,IND,Queens,Steinway St,M,R,,,,,,,,MR,Stair,Steinway St,Broadway,SE,FALSE,,Yes,,,
-73.921108,40.756583,IND,Queens,Steinway St,M,R,,,,,,,,MR,Stair,Steinway St,34th Ave,SW,FALSE,,Yes,Yes,,
-73.920622,40.756673,IND,Queens,Steinway St,M,R,,,,,,,,MR,Stair,Steinway St,34th Ave,NE,FALSE,,Yes,Yes,,
-73.928775,40.752232,IND,Queens,36th St,M,R,,,,,,,,MR,Stair,35th St,38th Ave,NE,FALSE,,Yes,,,
-73.929263,40.752198,IND,Queens,36th St,M,R,,,,,,,,MR,Stair,35th St,38th Ave,SW,FALSE,,Yes,,,
-73.930585,40.751868,IND,Queens,36th St,M,R,,,,,,,,MR,Stair,34th St,Northern Blvd,SW,FALSE,,Yes,Yes,,
-73.927141,40.75193,IND,Queens,36th St,M,R,,,,,,,,MR,Stair,36th St,Northern Blvd,SE,FALSE,,No,Yes,,
-73.927662,40.752238,IND,Queens,36th St,M,R,,,,,,,,MR,Stair,36th St,Northern Blvd,NE,FALSE,,No,Yes,,
-73.937896,40.749086,IND,Queens,Queens Plaza,E,M,R,,,,,,,EMR,Stair,Jackson Ave,Queens Blvd,SW,TRUE,,Yes,,,
-73.937364,40.748697,IND,Queens,Queens Plaza,E,M,R,,,,,,,EMR,Stair,Jackson Ave,Queens Blvd,SE,TRUE,,Yes,,,
-73.937057,40.748807,IND,Queens,Queens Plaza,E,M,R,,,,,,,EMR,Stair,Jackson Ave,Queens Blvd,NE,TRUE,,Yes,,,
-73.938471,40.748705,IND,Queens,Queens Plaza,E,M,R,,,,,,,EMR,Stair,Jackson Ave,West St,SW,TRUE,,Yes,,,
-73.938244,40.748466,IND,Queens,Queens Plaza,E,M,R,,,,,,,EMR,Stair,Jackson Ave,West St,SE,TRUE,,Yes,,,
-73.936094,40.749577,IND,Queens,Queens Plaza,E,M,R,,,,,,,EMR,Stair,Northern Blvd,41st Ave,SE,TRUE,,Yes,Yes,,
-73.936198,40.749857,IND,Queens,Queens Plaza,E,M,R,,,,,,,EMR,Stair,Northern Blvd,41st Ave,NW,TRUE,,Yes,Yes,,
-73.94724,40.747954,IND,Queens,Ely Av-23rd St,G,E,M,,,,,,,GEM,Stair,21st St,44th Ave,SE,FALSE,,Yes,,,
-73.947163,40.748195,IND,Queens,Ely Av-23rd St,G,E,M,,,,,,,GEM,Stair,21st St,44th Ave,NE,FALSE,,Yes,,,
-73.944287,40.747371,IND,Queens,Ely Av-23rd St,G,E,M,,,,,,,GEM,Easement,Hunter St,44th Ave,SW,FALSE,,Yes,,,
-73.944626,40.747706,IND,Queens,Ely Av-23rd St,G,E,M,,,,,,,GEM,Stair,23rd St,44th Ave,NE,FALSE,,No,No,Yes,
-73.970567,40.758329,IND,Queens,Lexington Av-53 St,E,M,6,,,,,,,EM6,Easement,Lexington Ave,53rd St,NE,TRUE,,Yes,,,
-73.970958,40.75812,IND,Queens,Lexington Av-53 St,E,M,6,,,,,,,EM6,Easement,Lexington Ave,53rd St,SE,TRUE,,Yes,,,
-73.971141,40.757804,IRT,Lexington,Lexington Av-53 St,E,M,6,,,,,,,EM6,Elevator,Lexington Avenue,52nd Street,NE,TRUE,,Yes,,,
-73.971098,40.757784,IND,Queens,Lexington Av-53 St,E,M,6,,,,,,,EM6,Easement,Lexington Ave,52nd St,NE,TRUE,,Yes,,,
-73.969255,40.757475,IND,Queens,Lexington Av-53 St,E,M,6,,,,,,,EM6,Easement,3rd Ave,53rd St,SE,TRUE,,Yes,,,Staffed 2pm-9pm
-73.969161,40.757718,IND,Queens,Lexington Av-53 St,E,M,6,,,,,,,EM6,Easement,3rd Ave,53rd St,NE,TRUE,,Yes,,,Staffed 2pm-9pm
-73.969125,40.757685,IND,Queens,Lexington Av-53 St,E,M,6,,,,,,,EM6,Easement,3rd Ave,53rd St,NE,TRUE,,Yes,,,Staffed 2pm-9pm
-73.976146,40.760422,IND,Queens,5th Av,E,M,,,,,,,,EM,Easement,5th Ave,53rd St,SW,FALSE,,Yes,,,
-73.975562,40.760373,IND,Queens,5th Av,E,M,,,,,,,,EM,Stair,5th Ave,53rd St,NE,FALSE,,Yes,,,
-73.975638,40.760267,IND,Queens,5th Av,E,M,,,,,,,,EM,Stair,5th Ave,53rd St,SE,FALSE,,Yes,,,
-73.973858,40.759721,IND,Queens,5th Av,E,M,,,,,,,,EM,Easement,Madison Ave,53rd St,NE,FALSE,,No,Yes,,
-73.974068,40.759556,IND,Queens,5th Av,E,M,,,,,,,,EM,Stair,Madison Ave,53rd St,SE,FALSE,,Yes,,,
-73.981578,40.762937,IND,Queens,7th Av,B,D,E,,,,,,,BDE,Stair,7th Ave,53rd St,NE,FALSE,,Yes,,,
-73.98169,40.762793,IND,Queens,7th Av,B,D,E,,,,,,,BDE,Stair,7th Ave,53rd St,SE,FALSE,,Yes,,,
-73.982666,40.763141,IND,Queens,7th Av,B,D,E,,,,,,,BDE,Stair,Broadway,53rd St,SE,FALSE,,Yes,,,
-73.982495,40.763388,IND,Queens,7th Av,B,D,E,,,,,,,BDE,Stair,Broadway,53rd St,NE,FALSE,,Yes,,,
-73.799784,40.702353,IND,Archer Avenue,Parsons Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Elevator,Parsons Blvd,Archer Ave,NE,TRUE,,Yes,,,
-73.799991,40.702311,IND,Archer Avenue,Parsons Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Escalator,Parsons Blvd,Archer Ave,SW,TRUE,,Yes,,,
-73.799843,40.702821,IND,Archer Avenue,Parsons Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Escalator,Parsons Blvd,Archer Ave,NE,TRUE,,Yes,,,
-73.80174,40.701855,IND,Archer Avenue,Parsons Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Escalator,Parsons Blvd,Archer Ave,NE,TRUE,,Yes,,,
-73.80001,40.702324,IND,Archer Avenue,Parsons Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Stair,Parsons Blvd,Archer Ave,SW,TRUE,,Yes,,,
-73.799786,40.702674,IND,Archer Avenue,Parsons Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Stair,Parsons Blvd,Archer Ave,NE,TRUE,,Yes,,,
-73.801754,40.701886,IND,Archer Avenue,Parsons Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Stair,Parsons Blvd,Archer Ave,NE,TRUE,,Yes,,,
-73.801859,40.702234,IND,Archer Avenue,Parsons Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Stair,153rd St,Archer Ave,NE,TRUE,,Yes,Yes,,
-73.801747,40.701874,IND,Archer Avenue,Parsons Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Stair,153rd St,Archer Ave,SW,TRUE,,Yes,Yes,,
-73.802478,40.70164,IND,Archer Avenue,Parsons Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Stair,158th St,Archer Ave,SW,TRUE,,Yes,Yes,,
-73.807976,40.700401,IND,Archer Avenue,Sutphin Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Stair,Sutphin Blvd,Archer Ave,SW,TRUE,,Yes,,,
-73.807923,40.70081,IND,Archer Avenue,Sutphin Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Stair,Sutphin Blvd,Archer Ave,NW,TRUE,,Yes,,,
-73.807353,40.700554,IND,Archer Avenue,Sutphin Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Stair,Sutphin Blvd,Archer Ave,SE,TRUE,,Yes,,,
-73.807673,40.700872,IND,Archer Avenue,Sutphin Blvd-Archer Av,E,J,Z,,,,,,,EJZ,Stair,Sutphin Blvd,Archer Ave,NE,TRUE,,Yes,,,
-73.816372,40.701263,IND,Archer Avenue,Jamaica-Van Wyck,E,,,,,,,,,E,Elevator,Van Wyck Expwy,89th Ave,SW,FALSE,,Yes,,,
-73.816577,40.701241,IND,Archer Avenue,Jamaica-Van Wyck,E,,,,,,,,,E,Stair,Van Wyck Expwy,89th Ave,SW,FALSE,,Yes,,,
-73.81727,40.702731,IND,Archer Avenue,Jamaica-Van Wyck,E,,,,,,,,,E,Stair,Van Wyck Expwy,Jamaica Ave,NW,FALSE,,Yes,,,
-73.944011,40.746243,IND,Crosstown,Court Square,G,E,M,,,,,,,GEM,Stair,Court Square,Jackson Ave,SW,FALSE,,No,Yes,,
-73.943522,40.746869,IND,Crosstown,Court Square,G,E,M,,,,,,,GEM,Easement,Jackson Ave,45th Ave,NW,FALSE,,No,Yes,,
-73.945115,40.746214,IND,Crosstown,Court Square,G,E,M,,,,,,,GEM,Stair,Jackson Ave,45th Rd,NW,FALSE,,No,Yes,,
-73.949117,40.744625,IND,Crosstown,21st St,G,,,,,,,,,G,Stair,Jackson Ave,47th Ave,SW,FALSE,,Yes,,,
-73.948658,40.744771,IND,Crosstown,21st St,G,,,,,,,,,G,Stair,Jackson Ave,47th Ave,NW,FALSE,,Yes,,,
-73.948425,40.744552,IND,Crosstown,21st St,G,,,,,,,,,G,Stair,Jackson Ave,47th Ave,SE,FALSE,,Yes,,,
-73.954377,40.73007,IND,Crosstown,Greenpoint Av,G,,,,,,,,,G,Stair,Manhattan Ave,Greenpoint Ave,SW,FALSE,,Yes,,,
-73.954049,40.730122,IND,Crosstown,Greenpoint Av,G,,,,,,,,,G,Stair,Manhattan Ave,Greenpoint Ave,SE,FALSE,,Yes,,,
-73.954488,40.730278,IND,Crosstown,Greenpoint Av,G,,,,,,,,,G,Stair,Manhattan Ave,Greenpoint Ave,NW,FALSE,,Yes,,,
-73.954379,40.732258,IND,Crosstown,Greenpoint Av,G,,,,,,,,,G,Stair,Manhattan Ave,India St,SE,FALSE,,No,Yes,,
-73.954784,40.732216,IND,Crosstown,Greenpoint Av,G,,,,,,,,,G,Stair,Manhattan Ave,India St,SW,FALSE,,No,Yes,,
-73.950929,40.72365,IND,Crosstown,Nassau Av,G,,,,,,,,,G,Stair,Manhattan Ave,Nassau Ave,SW,FALSE,,Yes,,,
-73.950566,40.723765,IND,Crosstown,Nassau Av,G,,,,,,,,,G,Stair,Manhattan Ave,Nassau Ave,SE,FALSE,,Yes,,,
-73.950985,40.72378,IND,Crosstown,Nassau Av,G,,,,,,,,,G,Stair,Manhattan Ave,Nassau Ave,NW,FALSE,,Yes,,,
-73.950665,40.723894,IND,Crosstown,Nassau Av,G,,,,,,,,,G,Stair,Manhattan Ave,Nassau Ave,NE,FALSE,,Yes,,,
-73.951974,40.725446,IND,Crosstown,Nassau Av,G,,,,,,,,,G,Stair,Manhattan Ave,Norman Ave,NW,FALSE,,No,Yes,,
-73.951603,40.725573,IND,Crosstown,Nassau Av,G,,,,,,,,,G,Stair,Manhattan Ave,Norman Ave,NE,FALSE,,No,Yes,,
